owner,validators,effective_balance_gwei,share
eth1:0x6c15a08f779a5aa43373fdd7c212585ee9f2271b,385,12320000000000,0.000345030889
eth1:0x6badb3dc91f232d53ab8e9bab78822ec7f05cf86,384,12288000000000,0.000344134705
eth1:0xd51887594d8c4a1fadbdff2d3cad8da984a9dd0a,384,12288000000000,0.000344134705
eth1:0xd3cdd13d823ecd546fbb08888ef7c1a849e7b044,384,12288000000000,0.000344134705
eth1:0xb3ae173fe82d52cec7f7062d88da336aa45add36,384,12288000000000,0.000344134705
eth1:0x9baca7e7819849f239d6c9527492949e6c58e05d,383,12256000000000,0.000343238520
eth1:0xd4f962494c3f70244bf3dd3a2c55132da56da880,383,12256000000000,0.000343238520
eth1:0xadc57868aba7b0db5c31a6f4af386daade9676aa,383,12256000000000,0.000343238520
eth1:0x6daeb2c05889a8c8715318db09811d5061b1d637,382,12224000000000,0.000342342336
eth1:0xa6482d46e8e5b68234d01252db1b99719dbef1cf,381,12192000000000,0.000341446152
eth1:0x042a061c97a1a387fc6e887d1cd9d1b998be00d7,381,12192000000000,0.000341446152
eth1:0x25f1db943136a4ef293d0e679cce19cf05747e3a,380,12160000000000,0.000340549968
eth1:0x8952d7e1030ea038b4709832dd671136d9fe338a,380,12160000000000,0.000340549968
eth1:0xd6a8047940a1f71df5f809919c10d9ba0a88786e,379,12128000000000,0.000339653784
eth1:0x755c6042f891c5a8dce75937c019c5d4c8551ac9,379,12128000000000,0.000339653784
eth1:0x73053cff862ce77caab939082a707a2847ab7cd1,378,12096000000000,0.000338757600
eth1:0xd19104593d0395080d901cc74822807c9108aafb,378,12096000000000,0.000338757600
eth1:0x5e32188d25d015075c4732d4fc3a2cb9f7277854,378,12096000000000,0.000338757600
eth1:0xef26cf9b075ac7a0f603ce6f3450c2bbf6fb6289,378,12096000000000,0.000338757600
eth1:0x6a3e368a4f793154201b9c1200119d4b738f7fc3,377,12064000000000,0.000337861416
eth1:0xe8f32881b9196c2b1e4c3ea3b07c9c8d3fefe028,377,12064000000000,0.000337861416
eth1:0x01e495a6dd878867b7e2e7376769e95ce759a3ec,377,12064000000000,0.000337861416
eth1:0x55d3babf01be7abbcd9681644fe0a5dd94d85358,377,12064000000000,0.000337861416
eth1:0x78244c5699e29b7ee74797375d58bb5acc95389c,377,12064000000000,0.000337861416
eth1:0xc83022cc12b591ebe5ab05d91bbb5752bea15eb7,376,12032000000000,0.000336965232
eth1:0xe7f637b135c7816cbbc59a54f501c78c794bbcb4,376,12032000000000,0.000336965232
eth1:0x890da79c002a23966cb730b7220c09d27955f693,376,12032000000000,0.000336965232
eth1:0xc08c761d999eee2472b2172a95a18abac81a96e3,375,12000000000000,0.000336069047
eth1:0xf12448c6c292ff1f07936835fdf121dfe4e22fc1,375,12000000000000,0.000336069047
eth1:0x7d41e02c8add2a9be3b853421b10f91c16c6b5e7,375,12000000000000,0.000336069047
eth1:0x0ee2634d277d4d1b4f23209d79ec37f3c463f6e0,375,12000000000000,0.000336069047
eth1:0x7d1baf7d3c0329c1f60b18c15deb8b062bfc3d5b,374,11968000000000,0.000335172863
eth1:0xeae2000f046024c77be192f0934ffd5d30fc4081,374,11968000000000,0.000335172863
eth1:0xe5651ebe5b4d2b5bf84c08a8a488d449fc578990,374,11968000000000,0.000335172863
eth1:0x68ccd778cebbe4395f92f28f50c4d07d2c7238d3,374,11968000000000,0.000335172863
eth1:0xb1ada814a618a421c17d95daee7a91155be05216,373,11936000000000,0.000334276679
eth1:0xb3eb99701559d5f0b75480173a871afe13f18547,373,11936000000000,0.000334276679
eth1:0x2d3fb9d84cfb19cb714d2614127bc2accb21af4f,372,11904000000000,0.000333380495
eth1:0xc52f3fd6c6f6ef0d173d3d3f5c38974443f830db,372,11904000000000,0.000333380495
eth1:0xc2ccad3f4197ef8f7e802ccc8ad412f2b4c61e2e,372,11904000000000,0.000333380495
eth1:0x3c5730e43e1b7be5a828654250571c6ead0bd076,372,11904000000000,0.000333380495
eth1:0xba033d01796d7eb4a7bd14cbeb7c99e59d544dae,371,11872000000000,0.000332484311
eth1:0x16fb057da75db4e05676a389d444ffebc9d53dc9,371,11872000000000,0.000332484311
eth1:0x28572dd738141c3ac649d13b087a80bd442145c3,370,11840000000000,0.000331588127
eth1:0x6c66ac66ff8c11f5daf2ed61635ac4a312f09be7,370,11840000000000,0.000331588127
eth1:0xb720fbd903ffcd40e63def20f3321a483bf00bb2,370,11840000000000,0.000331588127
eth1:0x17730f465ee8dd6a4e8cd208998fd7120fb7b216,369,11808000000000,0.000330691943
eth1:0xfd225193f80f40053fd1a1548bca6cf0e6577bb4,368,11776000000000,0.000329795759
eth1:0xa1e9f15baec5aa21ddb40ff0234d54c434810fa5,368,11776000000000,0.000329795759
eth1:0x05562e2e3725f641a140a098ec720f65595ae58d,368,11776000000000,0.000329795759
eth1:0xbd5ebc715344328c0fa002900fc8a55720f9bd81,367,11744000000000,0.000328899574
eth1:0xfb46888277bf199e9bf59355ce17c9695811a091,367,11744000000000,0.000328899574
eth1:0x66f899bfc7675aab30ebeb00424fc61bade15754,367,11744000000000,0.000328899574
eth1:0xecde8fe739865dae2cee5374adbf6b0fa9fdb246,366,11712000000000,0.000328003390
eth1:0x2d27c85d2af9e0460bc4e93e1da85631f29af9ed,366,11712000000000,0.000328003390
eth1:0x229fd082d6982c7643852b7959dfba5a8197596d,366,11712000000000,0.000328003390
eth1:0x86cc2c6fe5c018abff838adafb54c908a47c5bd2,366,11712000000000,0.000328003390
eth1:0xb188a8c9172fb14425398b6f4f519314bcf37bdb,366,11712000000000,0.000328003390
eth1:0x12a2f5d17a7c95154bf80105e1140600076151c2,365,11680000000000,0.000327107206
eth1:0x4f4afe488a94dfbb4f04b8edd57528fe19b3f5c8,365,11680000000000,0.000327107206
eth1:0x320af022083b96195df4a6a066b46d7df413b9ee,365,11680000000000,0.000327107206
eth1:0xe9a9d684edd68c3b0bfa3f1f7db75d291d6675e1,364,11648000000000,0.000326211022
eth1:0x65c0840e13ea1c3b7326b7d591cd5df3509cdab6,364,11648000000000,0.000326211022
eth1:0xc8b1cdf9fe5b6b48258c6aaa4d3069c12ea3173b,364,11648000000000,0.000326211022
eth1:0x04c793d6fb7f3b716d9aca169f3641aa156ae9de,364,11648000000000,0.000326211022
eth1:0xc39516278f7a8399075914fac487db3022d6e8ea,364,11648000000000,0.000326211022
eth1:0x1bf4b7fbdfe0c09d06bce0a5e4102d2b9ffe8d12,363,11616000000000,0.000325314838
eth1:0x9e8c1049f80ce6d3b47350433dfa71e621e3748f,363,11616000000000,0.000325314838
eth1:0xcdc621c988ca530fc432717eda8e0608aa59b844,363,11616000000000,0.000325314838
eth1:0x560fffb646af806de7ce6447c8b76312eb50c941,363,11616000000000,0.000325314838
eth1:0x7df758d9fa35ae6571d0a30ff01e8c07f22eaf5d,363,11616000000000,0.000325314838
eth1:0xb39fd1f1312f60b1c02c93efc296112d186d0374,362,11584000000000,0.000324418654
eth1:0x12037250dac1b917f6ec05a2462fd337faa544fe,362,11584000000000,0.000324418654
eth1:0x96b09da44ae45ed49a991d08e527e5d6be5393b7,362,11584000000000,0.000324418654
eth1:0xe8c717350225b0893acbf6dcc63f853845120902,361,11552000000000,0.000323522470
eth1:0x333dc10e78498851c3f42601a4852489a6b4e2b3,361,11552000000000,0.000323522470
eth1:0x9eb1fcdc291576188767fc3b075bed3ab7a77e78,361,11552000000000,0.000323522470
eth1:0xcdcdedd22c6ee14e6b70be0c0a15b14fe37c77f6,361,11552000000000,0.000323522470
eth1:0xb1086185516a082cdeaf7e987dccd2b83aa6d71f,361,11552000000000,0.000323522470
eth1:0xb00f6f9927a46bd7f21d30607b579ce9aa03f604,361,11552000000000,0.000323522470
eth1:0x8e0a30655d3e4661bce567c1c51eef1f77e5d1a7,361,11552000000000,0.000323522470
eth1:0xb0ea7cadb79d5aa7b529f9fcd3d80502ff843b70,361,11552000000000,0.000323522470
eth1:0xdcb7057328a9b75c6ef1a5012edf6580e629643f,360,11520000000000,0.000322626286
eth1:0x65c17a7fa68a1168322fa26d844f1f3db5c32b5e,360,11520000000000,0.000322626286
eth1:0x08200bd04a3502236bf077331c97123e79267982,359,11488000000000,0.000321730101
eth1:0x03b2d452c55d6c6d361528dc254e44d5f30c3403,359,11488000000000,0.000321730101
eth1:0x57e83396037054e0414cb87b62edcee2a91d6c5e,359,11488000000000,0.000321730101
eth1:0xa28f6e43f581bd19dc388d06b0f0563b7b60e614,359,11488000000000,0.000321730101
eth1:0x6129710791b75ff31b5018b9af8b7902e540f809,359,11488000000000,0.000321730101
eth1:0x80f05fe8428986d690a42097891e9512ee653109,358,11456000000000,0.000320833917
eth1:0xa5612fc74d33d53845047891a4197668118d1aa7,358,11456000000000,0.000320833917
eth1:0x4e5402990ba60e8c9c6d4a9437683be4f8350df0,358,11456000000000,0.000320833917
eth1:0xcb4b42caff047ac43b73b3014fca9d550f794023,357,11424000000000,0.000319937733
eth1:0xc9a37b629d6dbb184c7cfdef53cdf9e856ea2873,357,11424000000000,0.000319937733
eth1:0x88374169f674a904d7e678e2d079f44d01707c54,357,11424000000000,0.000319937733
eth1:0xb5e80dc622c1ecd0546852606277c7916cd5c913,357,11424000000000,0.000319937733
eth1:0xc8fe5305a554b7aafb99251abc72ebb07ec7d6df,356,11392000000000,0.000319041549
eth1:0xc9a79cd64e31d3d4e96b59d96a8fdff58aa1aee0,356,11392000000000,0.000319041549
eth1:0xb12c3647a8b6fefcd8b0e273f48a3b6e46d3622a,355,11360000000000,0.000318145365
eth1:0x38ece7e5aa92304645e3d2f7de67116ea3b35170,355,11360000000000,0.000318145365
eth1:0x57397bb1713d71a0ab3b2dd0648ab22fd9ad7271,354,11328000000000,0.000317249181
eth1:0xdd6c3b2f31e0db1eaadbd55245cfcb69d9c7a67c,353,11296000000000,0.000316352997
eth1:0x2cc52e119de6bb05fdeb2ef21c12ad159acd5438,353,11296000000000,0.000316352997
eth1:0xc6785fdd17416ecf3552c41603f7842fc3795bce,352,11264000000000,0.000315456812
eth1:0x8966ee7b57420c89092793e7407acfff690070ed,352,11264000000000,0.000315456812
eth1:0x61afb0968a1ba2b3646fefad08ebf367c02a66d3,352,11264000000000,0.000315456812
eth1:0xddc65cebfe4757905cdf96ebad7f303a17855dcd,350,11200000000000,0.000313664444
eth1:0x10add26fb2d17da265e0567b8f56cb4687979fbe,350,11200000000000,0.000313664444
eth1:0xc15c998c1dbe580ea6b67d2247a8352129b94b8b,349,11168000000000,0.000312768260
eth1:0x868a303b307b8959019a3c6d4a49a938f91314b2,349,11168000000000,0.000312768260
eth1:0x52ab1175dcf91c98ab5b1c9f816c627d15ffe69d,349,11168000000000,0.000312768260
eth1:0xba0a251e74f77186ba7d11eebb49c2132019abe8,347,11104000000000,0.000310975892
eth1:0x4d2ea4607c4744d088a7ff240953f8534f7b6e9c,347,11104000000000,0.000310975892
eth1:0x003a4cc04501e9adecf850313db2d3797df801a2,344,11008000000000,0.000308287339
eth1:0xb86ec15720869c73407c5987f3c5c623b49f6695,343,10976000000000,0.000307391155
eth1:0xb55fd61f991b7a8df168afee5979f84975c37ef3,342,10944000000000,0.000306494971
eth1:0x439e1ac0401ece9ad47b1b2ab24ec97df7bcb0f6,341,10912000000000,0.000305598787
eth1:0xa66639d40e36db3ad9c943242cf39ffee3fd024c,341,10912000000000,0.000305598787
eth1:0xd3f82d43d1a7bb6acaa27c430564f542e9c530b3,339,10848000000000,0.000303806419
eth1:0xb065ad35cfa14a38147ae2330525b1c886d55c10,339,10848000000000,0.000303806419
eth1:0x6a4fa42df5f6b9b8b0cb5cbe4a38cf36cbf66ef1,335,10720000000000,0.000300221682
eth1:0x543404e312436c79362686961a7603d63604d1e4,335,10720000000000,0.000300221682
eth1:0x4a546523fb7b13c7e9bbd810385cdd01f07a2152,334,10688000000000,0.000299325498
eth1:0x986c05451cfce7d0f7e40018774f0c0f1eeb2216,334,10688000000000,0.000299325498
eth1:0xbbd3f55580b6655b3583ff632f199f7bbdeceb92,333,10656000000000,0.000298429314
eth1:0xa13ae9ffbd7db6d6e3e6ea9d555ce128ba0b73bf,333,10656000000000,0.000298429314
eth1:0x839d1924ea04ca8c9d45f42fc07d1414f644a2a1,332,10624000000000,0.000297533130
eth1:0x926720ae39114d0e2043b79570a1e08f00d01cce,331,10592000000000,0.000296636946
eth1:0x036a031fb9484724a8b6fc6de7246f6618f7211e,331,10592000000000,0.000296636946
eth1:0xdc7b28976d6eb13082a5be7c66f9dcfe0115738f,329,10528000000000,0.000294844578
eth1:0xe0b28e51232dc1b38466826acb176235a7ee23d5,328,10496000000000,0.000293948393
eth1:0x8dcb944d34cd29ee96c1b6c38caf0da24865bc44,325,10400000000000,0.000291259841
eth1:0x4205f876f0f6783a011bd11076583fe57c88af33,323,10336000000000,0.000289467473
eth1:0xb89f50c99351fab5c3c8f7b41f10036816099cee,321,10272000000000,0.000287675105
eth1:0x16beb8782c2607fd90ca93f3119cf12c00255c6e,321,10272000000000,0.000287675105
eth1:0x6ce5b935ff84824f1199f91d3ef3f4bdfae5823a,320,10240000000000,0.000286778920
eth1:0x0d5311540bc5986b18e3a417117a8a1b84f81887,319,10208000000000,0.000285882736
eth1:0xcbcc4b878685767b0f5abfd92c0751e98f1b83b2,318,10176000000000,0.000284986552
eth1:0xb1771ee1e395e52d456453d86488a93111af3dc5,317,10144000000000,0.000284090368
eth1:0x2589e10e1c42ef25fbf7769a0cd752b7f8c3d41f,317,10144000000000,0.000284090368
eth1:0x16a9541527e63840abb5cd8ed64c8bcc6a05c875,317,10144000000000,0.000284090368
eth1:0xafbcad53d8f2be17415dd95a0b204c5b2a94d467,314,10048000000000,0.000281401816
eth1:0x3eaf547374b31b97fb4cc0420f0908aba2aa868b,311,9952000000000,0.000278713263
eth1:0x548054687ef6c56c6d82e8269e5fd93d8b88fcb2,311,9952000000000,0.000278713263
eth1:0x67428de0680494e448f1a19d33c2022a51719348,309,9888000000000,0.000276920895
eth1:0xff18544eef6729d9291634493089bdce0f291d50,309,9888000000000,0.000276920895
eth1:0x63cbe88f4362cab8bd775a61ce41c0beecfc1e6c,308,9856000000000,0.000276024711
eth1:0x9bc8cc405be5e765d3b6f9b500371fd4f3ab71c4,308,9856000000000,0.000276024711
eth1:0x49f1b7610efe33e4ac7e35d31f60a431be2eb121,304,9728000000000,0.000272439974
eth1:0x3a0502332a4cb2e155c5e155cf4bd0e0b0715981,304,9728000000000,0.000272439974
eth1:0xa5c5ceb84db3d58f90e28d2659a9b5cfec3c38a5,304,9728000000000,0.000272439974
eth1:0x296d7ac8c1d5ec31a0ea7d5b343b62782fd9327b,302,9664000000000,0.000270647606
eth1:0x3b52dc5e5fbc1bbe90b56a797d767a2b0ec79115,302,9664000000000,0.000270647606
eth1:0xc7832ecabb8f419521356fe0e7d1bc7f7b9114f0,301,9632000000000,0.000269751422
eth1:0xf96cc007a577e387dd467e14ddb1d419a6c6a2f7,301,9632000000000,0.000269751422
eth1:0x65b0c25ba604569bee780ee5f35fa2d3876360ed,301,9632000000000,0.000269751422
eth1:0xe256489967458382cbcb557243a46a6152dadd70,301,9632000000000,0.000269751422
eth1:0x6e03a29f18fb3e103f23878c4f39a31d26771dcb,300,9600000000000,0.000268855238
eth1:0xee6d073d0c8cb54b5800af5b3c0479c416e1175d,300,9600000000000,0.000268855238
eth1:0x21e6ed571226168ec87ef964c33053ce8237d812,300,9600000000000,0.000268855238
eth1:0x4e0ce9d0f0f4e5438a4ce110a6f64db655fe4edf,300,9600000000000,0.000268855238
eth1:0xee25d3e2bf2ce279eb725d7f9b4b4505bbbe9276,300,9600000000000,0.000268855238
eth1:0x7c823c3baadacd74ef1eda9a939277bf01215255,300,9600000000000,0.000268855238
eth1:0x76b227093ceeddf72cb19bca1b4835b933a71416,300,9600000000000,0.000268855238
eth1:0x80e163f67ab78222b1ac109e8db63801cb34b682,299,9568000000000,0.000267959054
eth1:0x84444eaf5abd4d7f07da8e119dd6159ed1ead638,299,9568000000000,0.000267959054
eth1:0xec1f382afeab52f378317e2ab6e77705a94affd5,299,9568000000000,0.000267959054
eth1:0xe557433ac925da05fad99d46743ee23da39950a4,294,9408000000000,0.000263478133
eth1:0xe4f8a93aac4e73b93c8000e4542a75f4a5bef822,294,9408000000000,0.000263478133
eth1:0xd4f326fca53f568694734fdac531fc403e3f7190,294,9408000000000,0.000263478133
eth1:0xa69663d6a806732d696e52f6c6b91709330a3e78,291,9312000000000,0.000260789581
eth1:0x46bc6c2ba6c14ff55119e0046d19f22014aff94b,289,9248000000000,0.000258997213
eth1:0x78329f10318a71de8b65172d1024067f3bd32952,288,9216000000000,0.000258101028
eth1:0xe45a941b90a22c7595d282eb6f1475ee2ba61316,285,9120000000000,0.000255412476
eth1:0x7c660091b25305643a8a8b4b7dabd72998877530,284,9088000000000,0.000254516292
eth1:0x139da1ab41762c664b986ff7eb558251f9aec312,282,9024000000000,0.000252723924
eth1:0x801c3cf25d7c06204d7c24357f2b6a49b66f1003,281,8992000000000,0.000251827740
eth1:0x33e5fd79b44ec4f60f7dca3674c7385c6d05974c,281,8992000000000,0.000251827740
eth1:0x4c34769b0a27e8326e8fb35ef1bb6693cc1d5a50,281,8992000000000,0.000251827740
eth1:0x04528fe8c250653d84346c0bfe4cdd56e5062ab5,281,8992000000000,0.000251827740
eth1:0x4e1f52bf18f43827817573b7b253be8dac654d39,280,8960000000000,0.000250931555
eth1:0x0133f5c814e2bf27cc5bf97c29f3a08bf3c26c11,277,8864000000000,0.000248243003
eth1:0x5f00fcc7c2698457d6907da4b4fe1a0f121d81ee,276,8832000000000,0.000247346819
eth1:0x7df219526b4902615dd46e97236aa3eb7a276de2,276,8832000000000,0.000247346819
eth1:0x0f4f95e9c7ef03f12e709a5503401c1b7a773bee,275,8800000000000,0.000246450635
eth1:0x24a375529bbad68e2437b6ab01c1f4cb7c2b50f9,274,8768000000000,0.000245554451
eth1:0x19690e89ba103414bfcb944e2fb47ba2ed24be0c,273,8736000000000,0.000244658267
eth1:0xdaa928a819bc3012adf20489a67b75674b1eac69,273,8736000000000,0.000244658267
eth1:0x8ee57a0966db56badbd3da402e8d3055d0476fbd,272,8704000000000,0.000243762082
eth1:0xd0ce9350410954e3cd6b2b1a39eff26dddbb9638,271,8672000000000,0.000242865898
eth1:0x548712392d69acb5b48c6bd6d8ad129f3a9a4b97,269,8608000000000,0.000241073530
eth1:0x8707eeee601c52da5c45e1da21e4003464399c0c,267,8544000000000,0.000239281162
eth1:0x47f5fcf94596a4010dcd550af0001a039039aa55,267,8544000000000,0.000239281162
eth1:0x6ebcfb870b05669713ff7424358ed871b442473f,267,8544000000000,0.000239281162
eth1:0xa84385791dc23deaa1135b0f691e26317c153966,266,8512000000000,0.000238384978
eth1:0x4a19627f81daa1d2daf63ee8deda4d24325d4015,266,8512000000000,0.000238384978
eth1:0x76ddba536e5d53b18c9d416c493a424bcf634c5b,265,8480000000000,0.000237488793
eth1:0xe9cd1419a015dd05d47f6139f5b8e86b1e9e5cdd,265,8480000000000,0.000237488793
eth1:0xb4c0c83645411a2d40f51735b33371d018e2bfe5,265,8480000000000,0.000237488793
eth1:0xa431e1a57a5cc4a56690b06a88ed6a905c0cf20e,265,8480000000000,0.000237488793
eth1:0x3fbc815bd9d42dbfc8add93ce12692d838d6c189,262,8384000000000,0.000234800241
eth1:0x7ecb4737064b86abbf8635e38baa13e8d9fed475,260,8320000000000,0.000233007873
eth1:0xab8f131f3c859c2da7eec0068e934f257f44333b,260,8320000000000,0.000233007873
eth1:0x7d35d7757992032930eb7c7932b8a25eaf0072b0,259,8288000000000,0.000232111689
eth1:0xca9142d0b9804ef5e239d3bc1c7aa0d1c74e7350,258,8256000000000,0.000231215505
eth1:0x41b2388450ed4c474cc18deb39eac53f94693be6,258,8256000000000,0.000231215505
eth1:0x48862dfa403d09bd37fd8902b6e80da942537b41,256,8192000000000,0.000229423136
eth1:0x0f64881a3bfa0789dbe57f2721098395a79b1ec6,256,8192000000000,0.000229423136
eth1:0x1205fcd6ae83fcef7a9a22e0f079d991bb85ee6f,256,8192000000000,0.000229423136
eth1:0x0ef26fec72247698efbd4e343f89ac780d6092a0,256,8192000000000,0.000229423136
eth1:0xe1fc7834857ece72e1cbaaa227cf038ae9168267,255,8160000000000,0.000228526952
eth1:0x110daa3f3fac2a54bb508ac94f31f9df77057b29,253,8096000000000,0.000226734584
eth1:0x600a94c60eb0a429bbd807119af6297a28eff429,253,8096000000000,0.000226734584
eth1:0xf17d119effa0dcbe24d3fa346860be851150358f,252,8064000000000,0.000225838400
eth1:0xe8f380404cc544610a0b137f4d585b7d784f9e80,252,8064000000000,0.000225838400
eth1:0x2112bb05f70898cd022c5a1452a78a1bf79df5d8,251,8032000000000,0.000224942216
eth1:0x5230b9550876902dfab2ec5dbb1275094fd4fd72,251,8032000000000,0.000224942216
eth1:0x256ac5426a6a4d8239c2ddb4f766eb6c72a8e5ce,251,8032000000000,0.000224942216
eth1:0x54c378fe83ec1565ef60f7ce094bc17cc8ecf528,250,8000000000000,0.000224046032
eth1:0x2456634f6933d0433aa9d2ecd6b823425c541ba8,250,8000000000000,0.000224046032
eth1:0x922526b494f03fedc7454b02dd020e8c19f7a589,250,8000000000000,0.000224046032
eth1:0x3b83f04529c1b32f4af12de1fb3d916eca0e741c,250,8000000000000,0.000224046032
eth1:0x76a7850b5ead4daca27943354ed40340cca8d94a,250,8000000000000,0.000224046032
eth1:0xca02c1155311ffe056b6337c3fc06dac339c3a86,250,8000000000000,0.000224046032
eth1:0x2600df22113156135c434c91087c767472c4db11,245,7840000000000,0.000219565111
eth1:0x49d1f8506bc9e04c1bae1965ee033453a3293604,245,7840000000000,0.000219565111
eth1:0x71e644eea93b9e175b71faf45d61798650cfbfef,241,7712000000000,0.000215980374
eth1:0xc25f04b0ec6b044dc5d71404b9c17afea65cc8fe,241,7712000000000,0.000215980374
eth1:0xbe938dc2239f94cf06199492fab2073d8289203a,241,7712000000000,0.000215980374
eth1:0x7f804fc0ccbeb430b823a8017ceb821712541e6f,241,7712000000000,0.000215980374
eth1:0xbdf5542008b62d01d8c0801fa316dfe4c4a8063d,241,7712000000000,0.000215980374
eth1:0x818ccb1c4eda80270b04d6df822b1e72dd83c303,240,7680000000000,0.000215084190
eth1:0x058164c310b79d2a76480a0c20380cbbfdaa06c8,240,7680000000000,0.000215084190
eth1:0xaf6df504f08ddf582d604d2f0a593bc153c25dbd,238,7616000000000,0.000213291822
eth1:0x7a9875844666f18110880b67175d301b93ab8c14,237,7584000000000,0.000212395638
eth1:0xead6ddea7bdf5e87154a144b40c33bf17d2a74ab,236,7552000000000,0.000211499454
eth1:0xd27b39cb25fed854f9fce3a4e451f96e62089e48,236,7552000000000,0.000211499454
eth1:0xcc9834e5b4707c7f5eb6fad28e556f67020e27b5,230,7360000000000,0.000206122349
eth1:0xdfa26f5b6c0b4004daae6b95a1ed6891bb59c287,230,7360000000000,0.000206122349
eth1:0x1af897a8056cd34760e5aa9524e23ca1f10f7ff4,230,7360000000000,0.000206122349
eth1:0xf84aab3d91b251b468ac3d7536d5beaa1c1f61d2,228,7296000000000,0.000204329981
eth1:0xf666814c2ae92ca0e06667f80dac1eb8a97e48ae,228,7296000000000,0.000204329981
eth1:0x022f2e74ce35c84e2c2a20690c6aaaea616db4be,227,7264000000000,0.000203433797
eth1:0x79f8ef6eee20e4dd8ef22d14b855a127ae9f845b,222,7104000000000,0.000198952876
eth1:0xe79057088a15ac8c9c8bec3b90bd9891a1b3af51,220,7040000000000,0.000197160508
eth1:0xca2bcfc142a58a45a82e36f8fe0cc07552600caf,220,7040000000000,0.000197160508
eth1:0xdaecb0aff68f7adf98f9e62bcfeb2d4acdc537df,220,7040000000000,0.000197160508
eth1:0xfca4690183c17ebbc9f96460dc35c2732f5b13e8,219,7008000000000,0.000196264324
eth1:0xb12ef02d93bf3cf35c848724a5bad6e85d7ccbde,217,6944000000000,0.000194471955
eth1:0x54fec607745823cf947dd2164bc3ddf75f72af38,214,6848000000000,0.000191783403
eth1:0xc7599b60f05639f93d26e58d56d90c526a6e7575,211,6752000000000,0.000189094851
eth1:0xd6a062cae6123c158768a5c444ca0896cc60d6b1,211,6752000000000,0.000189094851
eth1:0x890c97d0057f913d358e68e9e135752e38481346,210,6720000000000,0.000188198667
eth1:0x68046cc9d4f2cb060e284884a139144a086b0aa3,204,6528000000000,0.000182821562
eth1:0x9895d7a932afbc66e05e0e922c2ab90435bb5950,204,6528000000000,0.000182821562
eth1:0x49fdeca7339457c0a4be6b924653faa5c1eea7bb,202,6464000000000,0.000181029194
eth1:0x2ef3e4bf5d0c4870ba8c0d25d401d5151c584bab,200,6400000000000,0.000179236825
eth1:0xb55b27cca633a73108893985350bc26b8a00c43a,200,6400000000000,0.000179236825
eth1:0xa09f34312545f1ac7bf7680527f79c20dc146e59,200,6400000000000,0.000179236825
eth1:0xd861f72137c15476c5d14f448e1a3d1de354f2d2,200,6400000000000,0.000179236825
eth1:0xaa645ee23405534c8df3e0773da6cd40f700d444,200,6400000000000,0.000179236825
eth1:0xaa3e44d912fb57688ca72a4b93663c731fc925cf,200,6400000000000,0.000179236825
eth1:0xf02d53d62af4e5c1e0769c36ed0353b29b443c58,200,6400000000000,0.000179236825
eth1:0xc5c158c079918d07a4c8b14b3086aa5a1c5765d6,200,6400000000000,0.000179236825
eth1:0xaf11d510f5dbd1b3fd1bbecc456818b80c5e3ca7,200,6400000000000,0.000179236825
